"latitude","longitude","country","country_code","year","value","score","gdp","support","life_expectancy","freedom","trust","generosity"
45.1,15.2,"Croatia","HRV",2017,30.4,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,"0.248002976179123",0.0431031100451946
47.162494,19.503304,"Hungary","HUN",2017,30.6,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,"0.0784016624093056",0.0366369374096394
-0.789275,113.921327,"Indonesia","IDN",2017,38.8,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,"0.611704587936401",0.0153171354904771
53.41291,-8.24389,"Ireland","IRL",2017,31.4,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,"0.42785832285881",0.29838815331459
31.046051,34.851612,"Israel","ISR",2017,38.2,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,"0.330082654953003",0.0852421000599861
20.593684,78.96288,"India","IND",2017,35.9,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,"0.231538489460945",0.0922268852591515
64.963051,-19.020835,"Iceland","ISL",2017,26.1,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,"0.475540220737457",0.153526559472084
41.87194,12.56738,"Italy","ITA",2017,35.9,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,"0.17278964817524",0.0280280914157629
48.019573,66.923684,"Kazakhstan","KAZ",2017,27.5,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,"0.201964423060417",0.119282886385918
-29.609988,28.233608,"Lesotho","LSO",2017,44.9,3.80800008773804,0.521021246910095,1.19009518623352,0,0.390661299228668,"0.157497271895409",0.119094640016556
55.169438,23.881275,"Lithuania","LTU",2017,37.3,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,"0.010164656676352",0.0118656428530812
49.815273,6.129583,"Luxembourg","LUX",2017,34.5,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,"0.283180981874466",0.31883442401886
56.879635,24.603189,"Latvia","LVA",2017,35.6,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,"0.153074786067009",0.0738427266478539
47.411631,28.369885,"Moldova","MDA",2017,25.9,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,"0.208779126405716",0.0100912861526012
42.708678,19.37439,"Montenegro","MNE",2017,36.9,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,"0.197911024093628",0.0881741940975189
21.913965,95.956223,"Myanmar","MMR",2017,30.7,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,"0.838075160980225",0.188816204667091
35.937496,14.375416,"Malta","MLT",2017,29.2,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,"0.574730575084686",0.153066068887711
52.132633,5.291266,"Netherlands","NLD",2017,28.5,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,"0.470489829778671",0.282661825418472
60.472024,8.468946,"Norway","NOR",2017,27,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,"0.36201223731041",0.315963834524155
8.537981,-80.782127,"Panama","PAN",2017,49.9,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,"0.21055693924427",0.070983923971653
-9.189967,-75.015152,"Peru","PER",2017,43.3,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,"0.126819714903831",0.0470490865409374
51.919438,19.145136,"Poland","POL",2017,29.7,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,"0.158465966582298",0.0593078061938286
39.399872,-8.224454,"Portugal","PRT",2017,33.8,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,"0.0951027125120163",0.0158694516867399
-23.442503,-58.443832,"Paraguay","PRY",2017,48.5,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,"0.224150657653809",0.091065913438797
45.943161,24.96676,"Romania","ROU",2017,36,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,"0.133519917726517",0.00438790069893003
44.016521,21.005859,"Serbia","SRB",2017,36.2,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,"0.220125883817673",0.0409037806093693
60.128161,18.643501,"Sweden","SWE",2017,28.8,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,"0.385399252176285",0.384398728609085
46.151241,14.995463,"Slovenia","SVN",2017,24.2,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,"0.242649093270302",0.0451289787888527
5.152149,46.199616,"Somalia","SOM",2017,36.8,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,"0.291631311178207",0.282410323619843
13.794185,-88.89653,"El Salvador","SLV",2017,38,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,"0.0782579854130745",0.0899809598922729
15.870032,100.992541,"Thailand","THA",2017,36.5,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,"0.572123110294342",0.0316127352416515
-6.369028,34.888822,"Tanzania","TZA",2017,40.5,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,"0.354256361722946",0.0660351067781448
48.379433,31.16558,"Ukraine","UKR",2017,26,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,"0.270061463117599",0.0230294708162546
37.09024,-95.712891,"United States","USA",2017,41.2,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,"0.392578780651093",0.135638788342476
-32.522779,-55.765835,"Uruguay","URY",2017,39.5,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,"0.175096929073334",0.178061872720718
42.602636,20.902977,"Kosovo","XKX",2017,29,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,"0.319931447505951",0.0574716180562973
-19.015438,29.154857,"Zimbabwe","ZWE",2017,44.3,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,"0.189143493771553",0.0953753814101219
23.424076,53.847818,"United Arab Emirates","ARE",2018,26,6.774,2.096,0.776,0.67,0.284,"N/A",0.186
41.153332,20.168331,"Albania","ALB",2018,30.1,4.586,0.916,0.817,0.79,0.419,"0.032",0.149
40.069099,45.038189,"Armenia","ARM",2018,34.4,4.321,0.816,0.99,0.666,0.26,"0.028",0.077
-11.202692,17.873887,"Angola","AGO",2018,51.3,3.795,0.73,1.125,0.269,0,"0.061",0.079
-38.416097,-63.616672,"Argentina","ARG",2018,41.3,6.388,1.073,1.468,0.744,0.57,"0.054",0.062
47.516231,14.550072,"Austria","AUT",2018,30.8,7.139,1.341,1.504,0.891,0.617,"0.224",0.242
-25.274398,133.775136,"Australia","AUS",2018,34.3,7.272,1.34,1.573,0.91,0.647,"0.302",0.361
50.503887,4.469936,"Belgium","BEL",2018,27.2,6.927,1.324,1.483,0.894,0.583,"0.240",0.188
12.238333,-1.561593,"Burkina Faso","BFA",2018,47.3,4.424,0.314,1.097,0.254,0.312,"0.128",0.175
42.733883,25.48583,"Bulgaria","BGR",2018,41.3,4.933,1.054,1.515,0.712,0.359,"0.009",0.064
9.30769,2.315834,"Benin","BEN",2018,37.8,4.141,0.378,0.372,0.24,0.44,"0.067",0.163
-16.290154,-63.588653,"Bolivia","BOL",2018,42.6,5.752,0.751,1.223,0.508,0.606,"0.054",0.141
-14.235004,-51.92528,"Brazil","BRA",2018,53.9,6.419,0.986,1.474,0.675,0.493,"0.088",0.11
53.709807,27.953389,"Belarus","BLR",2018,25.2,5.483,1.039,1.498,0.7,0.307,"0.154",0.101
46.818188,8.227512,"Switzerland","CHE",2018,33.1,7.487,1.42,1.549,0.927,0.66,"0.357",0.256
35.86166,104.195397,"China","CHN",2018,38.5,5.246,0.989,1.142,0.799,0.597,"0.103",0.029
4.570868,-74.297333,"Colombia","COL",2018,50.4,6.26,0.96,1.439,0.635,0.531,"0.039",0.099
9.748917,-83.753428,"Costa Rica","CRI",2018,48,7.072,1.01,1.459,0.817,0.632,"0.101",0.143
35.126413,33.429859,"Cyprus","CYP",2018,32.7,5.762,1.229,1.191,0.909,0.423,"0.035",0.202
51.165691,10.451526,"Germany","DEU",2018,31.7,6.965,1.34,1.474,0.861,0.586,"0.280",0.273
56.26392,9.501785,"Denmark","DNK",2018,28.2,7.555,1.351,1.59,0.868,0.683,"0.408",0.284
18.735693,-70.162651,"Dominican Republic","DOM",2018,43.7,5.302,0.982,1.441,0.614,0.578,"0.106",0.12
-1.831239,-78.183406,"Ecuador","ECU",2018,45.4,5.973,0.889,1.33,0.736,0.556,"0.120",0.114
58.595272,25.013607,"Estonia","EST",2018,30.3,5.739,1.2,1.532,0.737,0.553,"0.174",0.086
40.463667,-3.74922,"Spain","ESP",2018,34.7,6.31,1.251,1.538,0.965,0.449,"0.074",0.142
61.92411,25.748151,"Finland","FIN",2018,27.3,7.632,1.305,1.592,0.874,0.681,"0.393",0.202
46.227638,2.213749,"France","FRA",2018,32.4,6.489,1.293,1.466,0.908,0.52,"0.176",0.098
42.315407,43.356892,"Georgia","GEO",2018,36.4,4.34,0.853,0.592,0.643,0.375,"0.215",0.038
9.945587,-9.696645,"Guinea","GIN",2018,29.6,3.964,0.344,0.792,0.211,0.394,"0.094",0.185
39.074208,21.824312,"Greece","GRC",2018,32.9,5.358,1.154,1.202,0.879,0.131,"0.044",0
15.199999,-86.241905,"Honduras","HND",2018,48.9,5.504,0.62,1.205,0.622,0.459,"0.074",0.197
45.1,15.2,"Croatia","HRV",2018,29.7,5.321,1.115,1.161,0.737,0.38,"0.039",0.12
47.162494,19.503304,"Hungary","HUN",2018,29.6,5.62,1.171,1.401,0.732,0.259,"0.022",0.061
-0.789275,113.921327,"Indonesia","IDN",2018,38.4,5.093,0.899,1.215,0.522,0.538,"0.018",0.484
53.41291,-8.24389,"Ireland","IRL",2018,30.6,6.977,1.448,1.583,0.876,0.614,"0.306",0.307
31.046051,34.851612,"Israel","ISR",2018,38.6,6.814,1.301,1.559,0.883,0.533,"0.272",0.354
20.593684,78.96288,"India","IND",2018,34.6,4.19,0.721,0.747,0.485,0.539,"0.093",0.172
41.87194,12.56738,"Italy","ITA",2018,35.2,6,1.264,1.501,0.946,0.281,"0.028",0.137
48.019573,66.923684,"Kazakhstan","KAZ",2018,27.8,5.79,1.143,1.516,0.631,0.454,"0.121",0.148
55.169438,23.881275,"Lithuania","LTU",2018,35.7,5.952,1.197,1.527,0.716,0.35,"0.006",0.026
49.815273,6.129583,"Luxembourg","LUX",2018,35.4,6.91,1.576,1.52,0.896,0.632,"0.321",0.196
56.879635,24.603189,"Latvia","LVA",2018,35.1,5.933,1.148,1.454,0.671,0.363,"0.066",0.092
47.411631,28.369885,"Moldova","MDA",2018,25.7,5.64,0.657,1.301,0.62,0.232,"0.000",0.171
42.708678,19.37439,"Montenegro","MNE",2018,36.8,5.347,1.017,1.279,0.729,0.259,"0.081",0.111
17.570692,-3.996166,"Mali","MLI",2018,36.1,4.447,0.37,1.233,0.152,0.367,"0.056",0.139
46.862496,103.846656,"Mongolia","MNG",2018,32.7,5.125,0.914,1.517,0.575,0.395,"0.032",0.253
35.937496,14.375416,"Malta","MLT",2018,28.7,6.627,1.27,1.525,0.884,0.645,"0.142",0.376
23.634501,-102.552784,"Mexico","MEX",2018,46.7,6.488,1.038,1.252,0.761,0.479,"0.095",0.069
17.607789,8.081666,"Niger","NER",2018,37.3,4.166,0.131,0.867,0.221,0.39,"0.099",0.175
9.081999,8.675277,"Nigeria","NGA",2018,35.1,5.155,0.689,1.172,0.048,0.462,"0.032",0.201
52.132633,5.291266,"Netherlands","NLD",2018,28.1,7.441,1.361,1.488,0.878,0.638,"0.295",0.333
60.472024,8.468946,"Norway","NOR",2018,27.6,7.594,1.456,1.582,0.861,0.686,"0.340",0.286
8.537981,-80.782127,"Panama","PAN",2018,49.2,6.43,1.112,1.438,0.759,0.597,"0.063",0.125
-9.189967,-75.015152,"Peru","PER",2018,42.4,5.663,0.934,1.249,0.674,0.53,"0.034",0.092
12.879721,121.774017,"Philippines","PHL",2018,42.3,5.524,0.775,1.312,0.513,0.643,"0.105",0.12
30.375321,69.345116,"Pakistan","PAK",2018,29.6,5.472,0.652,0.81,0.424,0.334,"0.113",0.216
51.919438,19.145136,"Poland","POL",2018,30.2,6.123,1.176,1.448,0.781,0.546,"0.064",0.108
39.399872,-8.224454,"Portugal","PRT",2018,33.5,5.41,1.188,1.429,0.884,0.562,"0.017",0.055
-23.442503,-58.443832,"Paraguay","PRY",2018,46,5.681,0.835,1.522,0.615,0.541,"0.074",0.162
45.943161,24.96676,"Romania","ROU",2018,35.8,5.945,1.116,1.219,0.726,0.528,"0.001",0.088
44.016521,21.005859,"Serbia","SRB",2018,35,5.398,0.975,1.369,0.685,0.288,"0.043",0.134
60.128161,18.643501,"Sweden","SWE",2018,30,7.314,1.355,1.501,0.913,0.659,"0.383",0.285
46.151241,14.995463,"Slovenia","SVN",2018,24.6,5.948,1.219,1.506,0.856,0.633,"0.051",0.16
8.460555,-11.779889,"Sierra Leone","SLE",2018,35.7,4.571,0.256,0.813,0,0.355,"0.053",0.238
14.497401,-14.452362,"Senegal","SEN",2018,38.1,4.631,0.429,1.117,0.433,0.406,"0.082",0.138
13.794185,-88.89653,"El Salvador","SLV",2018,38.6,6.167,0.806,1.231,0.639,0.461,"0.082",0.065
15.454166,18.732207,"Chad","TCD",2018,37.5,4.301,0.358,0.907,0.053,0.189,"0.060",0.181
8.619543,0.824782,"Togo","TGO",2018,42.4,3.999,0.259,0.474,0.253,0.434,"0.101",0.158
15.870032,100.992541,"Thailand","THA",2018,36.4,6.072,1.016,1.417,0.707,0.637,"0.029",0.364
-6.369028,34.888822,"Tanzania","TZA",2018,40.5,3.303,0.455,0.991,0.381,0.481,"0.097",0.27
48.379433,31.16558,"Ukraine","UKR",2018,26.1,4.103,0.793,1.413,0.609,0.163,"0.011",0.187
37.09024,-95.712891,"United States","USA",2018,41.4,6.886,1.398,1.471,0.819,0.547,"0.133",0.291
-32.522779,-55.765835,"Uruguay","URY",2018,39.7,6.379,1.093,1.459,0.771,0.625,"0.155",0.13
14.058324,108.277199,"Vietnam","VNM",2018,35.7,5.103,0.715,1.365,0.702,0.618,"0.079",0.177
41.153332,20.168331,"Albania","ALB",2019,30.8,4.719,0.947,0.848,0.874,0.383,"0.027",0.178
40.069099,45.038189,"Armenia","ARM",2019,29.9,4.559,0.85,1.055,0.815,0.283,"0.064",0.095
-38.416097,-63.616672,"Argentina","ARG",2019,42.9,6.086,1.092,1.432,0.881,0.471,"0.05",0.066
47.516231,14.550072,"Austria","AUT",2019,30.2,7.246,1.376,1.475,1.016,0.532,"0.226",0.244
50.503887,4.469936,"Belgium","BEL",2019,27.2,6.923,1.356,1.504,0.986,0.473,"0.21",0.16
42.733883,25.48583,"Bulgaria","BGR",2019,40.3,5.011,1.092,1.513,0.815,0.311,"0.004",0.081
-16.290154,-63.588653,"Bolivia","BOL",2019,41.6,5.779,0.776,1.209,0.706,0.511,"0.064",0.137
-14.235004,-51.92528,"Brazil","BRA",2019,53.5,6.3,1.004,1.439,0.802,0.39,"0.086",0.099
53.709807,27.953389,"Belarus","BLR",2019,25.3,5.323,1.067,1.465,0.789,0.235,"0.142",0.094
35.86166,104.195397,"China","CHN",2019,38.2,5.191,1.029,1.125,0.893,0.521,"0.1",0.058
4.570868,-74.297333,"Colombia","COL",2019,51.3,6.125,0.985,1.41,0.841,0.47,"0.034",0.099
9.748917,-83.753428,"Costa Rica","CRI",2019,48.2,7.167,1.034,1.441,0.963,0.558,"0.093",0.144
35.126413,33.429859,"Cyprus","CYP",2019,31.2,6.046,1.263,1.223,1.042,0.406,"0.041",0.19
56.26392,9.501785,"Denmark","DNK",2019,27.7,7.6,1.383,1.573,0.996,0.592,"0.41",0.252
18.735693,-70.162651,"Dominican Republic","DOM",2019,41.9,5.425,1.015,1.401,0.779,0.497,"0.101",0.113
-1.831239,-78.183406,"Ecuador","ECU",2019,45.7,6.028,0.912,1.312,0.868,0.498,"0.087",0.126
58.595272,25.013607,"Estonia","EST",2019,30.8,5.893,1.237,1.528,0.874,0.495,"0.161",0.103
40.463667,-3.74922,"Spain","ESP",2019,34.3,6.354,1.286,1.484,1.062,0.362,"0.079",0.153
61.92411,25.748151,"Finland","FIN",2019,27.7,7.769,1.34,1.587,0.986,0.596,"0.393",0.153
42.315407,43.356892,"Georgia","GEO",2019,35.9,4.519,0.886,0.666,0.752,0.346,"0.164",0.043
39.074208,21.824312,"Greece","GRC",2019,33.1,5.287,1.181,1.156,0.999,0.067,"0.034",0
15.199999,-86.241905,"Honduras","HND",2019,48.2,5.86,0.642,1.236,0.828,0.507,"0.078",0.246
45.1,15.2,"Croatia","HRV",2019,28.9,5.432,1.155,1.266,0.914,0.296,"0.022",0.119
47.162494,19.503304,"Hungary","HUN",2019,30,5.758,1.201,1.41,0.828,0.199,"0.02",0.081
-0.789275,113.921327,"Indonesia","IDN",2019,37.6,5.192,0.931,1.203,0.66,0.491,"0.028",0.498
20.593684,78.96288,"India","IND",2019,35.7,4.015,0.755,0.765,0.588,0.498,"0.085",0.2
55.169438,23.881275,"Lithuania","LTU",2019,35.3,6.149,1.238,1.515,0.818,0.291,"0.042",0.043
49.815273,6.129583,"Luxembourg","LUX",2019,34.2,7.09,1.609,1.479,1.012,0.526,"0.316",0.194
56.879635,24.603189,"Latvia","LVA",2019,34.5,5.94,1.187,1.465,0.812,0.264,"0.064",0.075
47.411631,28.369885,"Moldova","MDA",2019,26,5.529,0.685,1.328,0.739,0.245,"0",0.181
35.937496,14.375416,"Malta","MLT",2019,31,6.726,1.3,1.52,0.999,0.564,"0.151",0.375
-13.254308,34.301525,"Malawi","MWI",2019,38.5,3.41,0.191,0.56,0.495,0.443,"0.089",0.218
52.132633,5.291266,"Netherlands","NLD",2019,29.2,7.488,1.396,1.522,0.999,0.557,"0.298",0.322
60.472024,8.468946,"Norway","NOR",2019,27.7,7.554,1.488,1.582,1.028,0.603,"0.341",0.271
8.537981,-80.782127,"Panama","PAN",2019,49.8,6.321,1.149,1.442,0.91,0.516,"0.054",0.109
-9.189967,-75.015152,"Peru","PER",2019,41.6,5.697,0.96,1.274,0.854,0.455,"0.027",0.083
39.399872,-8.224454,"Portugal","PRT",2019,32.8,5.693,1.221,1.431,0.999,0.508,"0.025",0.047
-23.442503,-58.443832,"Paraguay","PRY",2019,45.7,5.743,0.855,1.475,0.777,0.514,"0.08",0.184
45.943161,24.96676,"Romania","ROU",2019,34.8,6.07,1.162,1.232,0.825,0.462,"0.005",0.083
44.016521,21.005859,"Serbia","SRB",2019,34.5,5.603,1.004,1.383,0.854,0.282,"0.039",0.137
60.128161,18.643501,"Sweden","SWE",2019,29.3,7.343,1.387,1.487,1.009,0.574,"0.373",0.267
46.151241,14.995463,"Slovenia","SVN",2019,24.4,6.118,1.258,1.523,0.953,0.564,"0.057",0.144
13.794185,-88.89653,"El Salvador","SLV",2019,38.8,6.253,0.794,1.242,0.789,0.43,"0.074",0.093
15.870032,100.992541,"Thailand","THA",2019,34.9,6.008,1.05,1.409,0.828,0.557,"0.028",0.359
48.379433,31.16558,"Ukraine","UKR",2019,26.6,4.332,0.82,1.39,0.739,0.178,"0.01",0.187
1.373333,32.290275,"Uganda","UGA",2019,42.7,4.189,0.332,1.069,0.443,0.356,"0.06",0.252
37.09024,-95.712891,"United States","USA",2019,41.5,6.892,1.433,1.457,0.874,0.454,"0.128",0.28
-32.522779,-55.765835,"Uruguay","URY",2019,39.7,6.293,1.124,1.465,0.891,0.523,"0.15",0.127
-19.015438,29.154857,"Zimbabwe","ZWE",2019,50.3,3.663,0.366,1.114,0.433,0.361,"0.089",0.151
40.069099,45.038189,"Armenia","ARM",2020,25.2,4.676799774,9.100476265,0.757479429,0.77585727,0.712017834,"0.773544788",-0.13877961
-38.416097,-63.616672,"Argentina","ARG",2020,42.3,5.974699974,9.810955048,0.900567949,0.849773705,0.831132412,"0.842009842",-0.194913864
-16.290154,-63.588653,"Bolivia","BOL",2020,43.6,5.747499943,8.851115227,0.803108692,0.662445664,0.875873327,"0.822606206",-0.09168113
-14.235004,-51.92528,"Brazil","BRA",2020,48.9,6.375599861,9.56643486,0.896723807,0.766119063,0.799804807,"0.770601273",-0.101812392
53.709807,27.953389,"Belarus","BLR",2020,24.4,5.539899826,9.779945374,0.90674746,0.75258857,0.639163077,"0.63571167",-0.164926544
-35.675147,-71.542969,"Chile","CHL",2020,44.9,6.228499889,10.0320549,0.879713595,0.889260828,0.744896293,"0.838239431",-0.065668367
4.570868,-74.297333,"Colombia","COL",2020,54.2,6.163400173,9.500369072,0.884440243,0.810020149,0.836179912,"0.86457181",-0.161235645
9.748917,-83.753428,"Costa Rica","CRI",2020,49.3,7.121399879,9.658156395,0.901545942,0.939635336,0.934738934,"0.786332428",-0.10242971
18.735693,-70.162651,"Dominican Republic","DOM",2020,39.6,5.689199924,9.664880753,0.882085383,0.741901696,0.866202772,"0.755999923",-0.131263286
-1.831239,-78.183406,"Ecuador","ECU",2020,47.3,5.925199986,9.246058464,0.836418986,0.838837743,0.859828949,"0.801215112",-0.127014965
42.315407,43.356892,"Georgia","GEO",2020,34.5,4.672599792,9.226100922,0.629033029,0.694657624,0.801641524,"0.665944695",-0.22892037
-0.789275,113.921327,"Indonesia","IDN",2020,37.6,5.285600185,9.36975193,0.808379889,0.610437036,0.870614409,"0.876296401",0.519586504
23.634501,-102.552784,"Mexico","MEX",2020,45.4,6.465000153,9.797797203,0.838665426,0.831601024,0.858709276,"0.806821585",-0.175266623
-9.189967,-75.015152,"Peru","PER",2020,43.8,5.796800137,9.456313133,0.831075251,0.824444175,0.824766099,"0.893714964",-0.16238822
-23.442503,-58.443832,"Paraguay","PRY",2020,43.5,5.692100048,9.389982224,0.898727894,0.735869646,0.885923445,"0.834788501",0.007997713
15.870032,100.992541,"Thailand","THA",2020,35,5.998799801,9.741791725,0.889973223,0.793855846,0.905063033,"0.886272311",0.268685192
48.379433,31.16558,"Ukraine","UKR",2020,25.6,4.56069994,9.010690689,0.878879368,0.698674381,0.663081884,"0.920636714",-0.030933706
-32.522779,-55.765835,"Uruguay","URY",2020,40.2,6.440100193,9.948192596,0.92281127,0.856928885,0.892395437,"0.635994136",-0.101103112
-0.789275,113.921327,"Indonesia","IDN",2021,37.9,5.345,9.365,0.811,0.433,0.873,"0.867",0.542
